"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2015",51625,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2016",52133,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2017",51790,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2018",50260,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2019",50612,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2020",53322,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2021",53748,"E"
"DEU","WASTEMUN","TOT","KG_CAP","A","1995",623.105,
"DEU","WASTEMUN","TOT","KG_CAP","A","1996",641.447,
"DEU","WASTEMUN","TOT","KG_CAP","A","1997",657.843,
"DEU","WASTEMUN","TOT","KG_CAP","A","1998",646.677,
"DEU","WASTEMUN","TOT","KG_CAP","A","1999",637.915,
"DEU","WASTEMUN","TOT","KG_CAP","A","2000",642.368,
"DEU","WASTEMUN","TOT","KG_CAP","A","2001",632.362,
"DEU","WASTEMUN","TOT","KG_CAP","A","2002",639.75,
"DEU","WASTEMUN","TOT","KG_CAP","A","2003",601.23,
"DEU","WASTEMUN","TOT","KG_CAP","A","2004",586.963,
"DEU","WASTEMUN","TOT","KG_CAP","A","2005",564.512,
"DEU","WASTEMUN","TOT","KG_CAP","A","2006",563.583,
"DEU","WASTEMUN","TOT","KG_CAP","A","2007",582.097,
"DEU","WASTEMUN","TOT","KG_CAP","A","2008",589.051,
"DEU","WASTEMUN","TOT","KG_CAP","A","2009",591.754,
"DEU","WASTEMUN","TOT","KG_CAP","A","2010",602.089,
"DEU","WASTEMUN","TOT","KG_CAP","A","2011",625.811,
"DEU","WASTEMUN","TOT","KG_CAP","A","2012",618.694,
"DEU","WASTEMUN","TOT","KG_CAP","A","2013",614.665,
"DEU","WASTEMUN","TOT","KG_CAP","A","2014",631.025,
"DEU","WASTEMUN","TOT","KG_CAP","A","2015",631.989,
"DEU","WASTEMUN","TOT","KG_CAP","A","2016",633.076,
"DEU","WASTEMUN","TOT","KG_CAP","A","2017",626.565,
"DEU","WASTEMUN","TOT","KG_CAP","A","2018",606.23,
"DEU","WASTEMUN","TOT","KG_CAP","A","2019",609.101,
"DEU","WASTEMUN","TOT","KG_CAP","A","2020",641.191,
"DEU","WASTEMUN","TOT","KG_CAP","A","2021",646.559,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1980",2500,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1985",3000,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1989",3147,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1990",3000,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1992",3200,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1995",3200,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1996",3600,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1997",3900,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1998",4082,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1999",4264,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2000",4447,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2001",4559,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2002",4640,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2003",4710,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2004",4782,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2005",4853,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2006",4927,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2007",5002,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2008",5077,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2009",5154,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2010",5917,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2011",5586,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2012",5463,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2013",5284,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2014",5315,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2015",5277,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2016",5367,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2017",5415,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2018",5523,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2019",5613,
"GRC","WASTEMUN","TOT","KG_CAP","A","1980",259.269,
"GRC","WASTEMUN","TOT","KG_CAP","A","1985",301.984,
"GRC","WASTEMUN","TOT","KG_CAP","A","1989",311.907,
"GRC","WASTEMUN","TOT","KG_CAP","A","1990",294.21,
"GRC","WASTEMUN","TOT","KG_CAP","A","1992",307.72,
"GRC","WASTEMUN","TOT","KG_CAP","A","1995",302.968,
"GRC","WASTEMUN","TOT","KG_CAP","A","1996",339.341,
"GRC","WASTEMUN","TOT","KG_CAP","A","1997",365.81,
"GRC","WASTEMUN","TOT","KG_CAP","A","1998",380.766,
"GRC","WASTEMUN","TOT","KG_CAP","A","1999",396.22,
"GRC","WASTEMUN","TOT","KG_CAP","A","2000",411.538,
"GRC","WASTEMUN","TOT","KG_CAP","A","2001",419.715,
"GRC","WASTEMUN","TOT","KG_CAP","A","2002",425.609,
"GRC","WASTEMUN","TOT","KG_CAP","A","2003",431,
"GRC","WASTEMUN","TOT","KG_CAP","A","2004",436.507,
"GRC","WASTEMUN","TOT","KG_CAP","A","2005",441.691,
"GRC","WASTEMUN","TOT","KG_CAP","A","2006",447.081,
"GRC","WASTEMUN","TOT","KG_CAP","A","2007",452.733,
"GRC","WASTEMUN","TOT","KG_CAP","A","2008",458.302,
"GRC","WASTEMUN","TOT","KG_CAP","A","2009",464.031,
"GRC","WASTEMUN","TOT","KG_CAP","A","2010",532.04,
"GRC","WASTEMUN","TOT","KG_CAP","A","2011",503.021,
"GRC","WASTEMUN","TOT","KG_CAP","A","2012",494.613,
"GRC","WASTEMUN","TOT","KG_CAP","A","2013",481.888,
"GRC","WASTEMUN","TOT","KG_CAP","A","2014",487.954,
"GRC","WASTEMUN","TOT","KG_CAP","A","2015",487.668,
"GRC","WASTEMUN","TOT","KG_CAP","A","2016",498.053,
"GRC","WASTEMUN","TOT","KG_CAP","A","2017",503.502,
"GRC","WASTEMUN","TOT","KG_CAP","A","2018",514.587,
"GRC","WASTEMUN","TOT","KG_CAP","A","2019",523.523,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1990",5500,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1995",4752,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1996",4834,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1997",5016,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1998",4976,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1999",4943,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2000",4552,"B"
"HUN","WASTEMUN","TOT","THND_TONNE","A","2001",4603,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2002",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2003",4700,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2004",4592,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2005",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2006",4711,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2007",4594,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2008",4553,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2009",4312,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2010",4033,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2011",3809,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2012",3988,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2013",3738,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2014",3795,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2015",3712,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2016",3721,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2017",3768,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2018",3729,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2019",3780,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2020",3931,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2021",4042,
"HUN","WASTEMUN","TOT","KG_CAP","A","1990",530.172,
"HUN","WASTEMUN","TOT","KG_CAP","A","1995",460.065,
"HUN","WASTEMUN","TOT","KG_CAP","A","1996",468.809,
"HUN","WASTEMUN","TOT","KG_CAP","A","1997",487.441,
"HUN","WASTEMUN","TOT","KG_CAP","A","1998",484.68,
"HUN","WASTEMUN","TOT","KG_CAP","A","1999",482.831,
"HUN","WASTEMUN","TOT","KG_CAP","A","2000",445.795,
"HUN","WASTEMUN","TOT","KG_CAP","A","2001",451.825,
"HUN","WASTEMUN","TOT","KG_CAP","A","2002",457.346,
"HUN","WASTEMUN","TOT","KG_CAP","A","2003",463.989,
"HUN","WASTEMUN","TOT","KG_CAP","A","2004",454.332,
"HUN","WASTEMUN","TOT","KG_CAP","A","2005",460.59,
"HUN","WASTEMUN","TOT","KG_CAP","A","2006",467.761,
"HUN","WASTEMUN","TOT","KG_CAP","A","2007",456.852,
"HUN","WASTEMUN","TOT","KG_CAP","A","2008",453.568,
"HUN","WASTEMUN","TOT","KG_CAP","A","2009",430.226,
"HUN","WASTEMUN","TOT","KG_CAP","A","2010",403.299,
"HUN","WASTEMUN","TOT","KG_CAP","A","2011",382.475,
"HUN","WASTEMUN","TOT","KG_CAP","A","2012",402.001,
"HUN","WASTEMUN","TOT","KG_CAP","A","2013",377.84,
"HUN","WASTEMUN","TOT","KG_CAP","A","2014",384.636,
"HUN","WASTEMUN","TOT","KG_CAP","A","2015",377.12,
"HUN","WASTEMUN","TOT","KG_CAP","A","2016",379.151,
"HUN","WASTEMUN","TOT","KG_CAP","A","2017",384.962,
"HUN","WASTEMUN","TOT","KG_CAP","A","2018",381.461,
"HUN","WASTEMUN","TOT","KG_CAP","A","2019",386.854,
"HUN","WASTEMUN","TOT","KG_CAP","A","2020",403.173,
"HUN","WASTEMUN","TOT","KG_CAP","A","2021",416.267,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1995",114,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1996",117,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1997",120,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1998",123,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1999",126,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2000",130,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2001",133,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2002",137,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2003",140,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2004",147,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2005",153,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2006",171,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2007",174,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2008",208,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2009",132,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2010",154,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2011",158,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2012",164,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2013",167,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2014",175,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2015",195,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2016",220,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2017",225,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2018",247,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2020",225,
"ISL","WASTEMUN","TOT","KG_CAP","A","1995",426.221,
"ISL","WASTEMUN","TOT","KG_CAP","A","1996",435.077,
"ISL","WASTEMUN","TOT","KG_CAP","A","1997",442.592,
"ISL","WASTEMUN","TOT","KG_CAP","A","1998",448.825,
"ISL","WASTEMUN","TOT","KG_CAP","A","1999",454.244,
"ISL","WASTEMUN","TOT","KG_CAP","A","2000",462.304,
"ISL","WASTEMUN","TOT","KG_CAP","A","2001",466.716,
"ISL","WASTEMUN","TOT","KG_CAP","A","2002",476.495,
"ISL","WASTEMUN","TOT","KG_CAP","A","2003",483.556,
"ISL","WASTEMUN","TOT","KG_CAP","A","2004",503.292,
"ISL","WASTEMUN","TOT","KG_CAP","A","2005",515.613,
"ISL","WASTEMUN","TOT","KG_CAP","A","2006",562.9,
"ISL","WASTEMUN","TOT","KG_CAP","A","2007",558.467,
"ISL","WASTEMUN","TOT","KG_CAP","A","2008",655.316,
"ISL","WASTEMUN","TOT","KG_CAP","A","2009",414.441,
"ISL","WASTEMUN","TOT","KG_CAP","A","2010",484.21,
"ISL","WASTEMUN","TOT","KG_CAP","A","2011",495.281,
"ISL","WASTEMUN","TOT","KG_CAP","A","2012",511.345,
"ISL","WASTEMUN","TOT","KG_CAP","A","2013",515.809,
"ISL","WASTEMUN","TOT","KG_CAP","A","2014",534.549,
"ISL","WASTEMUN","TOT","KG_CAP","A","2015",589.448,
"ISL","WASTEMUN","TOT","KG_CAP","A","2016",655.865,
"ISL","WASTEMUN","TOT","KG_CAP","A","2017",655.215,
"ISL","WASTEMUN","TOT","KG_CAP","A","2018",700.268,
"ISL","WASTEMUN","TOT","KG_CAP","A","2020",613.979,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1975",555,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1980",640,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1984",1100,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1995",1848,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1996",1898,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1997",2000,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1998",2057,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1999",2168,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2000",2279,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2001",2704,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2002",2720,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2003",2918,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2004",3001,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2005",3041,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2006",3385,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2007",3398,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2008",3224,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2009",2953,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2010",2846,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2011",2823,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2012",2693,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2013",2692.5,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2014",2619,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2015",2619.02,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2016",2763,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2017",2768,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2018",2912,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2019",3086,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2020",3210,"B"
"IRL","WASTEMUN","TOT","KG_CAP","A","1975",176.91,
"IRL","WASTEMUN","TOT","KG_CAP","A","1980",188.18,
"IRL","WASTEMUN","TOT","KG_CAP","A","1984",311.703,
"IRL","WASTEMUN","TOT","KG_CAP","A","1995",513.148,
"IRL","WASTEMUN","TOT","KG_CAP","A","1996",523.429,
"IRL","WASTEMUN","TOT","KG_CAP","A","1997",545.805,
"IRL","WASTEMUN","TOT","KG_CAP","A","1998",555.483,
"IRL","WASTEMUN","TOT","KG_CAP","A","1999",579.424,
"IRL","WASTEMUN","TOT","KG_CAP","A","2000",601.393,
"IRL","WASTEMUN","TOT","KG_CAP","A","2001",702.849,
"IRL","WASTEMUN","TOT","KG_CAP","A","2002",694.373,
"IRL","WASTEMUN","TOT","KG_CAP","A","2003",733.193,
"IRL","WASTEMUN","TOT","KG_CAP","A","2004",741.869,
"IRL","WASTEMUN","TOT","KG_CAP","A","2005",735.636,
"IRL","WASTEMUN","TOT","KG_CAP","A","2006",799.683,
"IRL","WASTEMUN","TOT","KG_CAP","A","2007",776.536,
"IRL","WASTEMUN","TOT","KG_CAP","A","2008",718.829,
"IRL","WASTEMUN","TOT","KG_CAP","A","2009",651.388,
"IRL","WASTEMUN","TOT","KG_CAP","A","2010",624.84,
"IRL","WASTEMUN","TOT","KG_CAP","A","2011",617.064,
"IRL","WASTEMUN","TOT","KG_CAP","A","2012",586.238,
"IRL","WASTEMUN","TOT","KG_CAP","A","2013",583.466,
"IRL","WASTEMUN","TOT","KG_CAP","A","2014",563.779,
"IRL","WASTEMUN","TOT","KG_CAP","A","2015",558.69,
"IRL","WASTEMUN","TOT","KG_CAP","A","2016",582.961,
"IRL","WASTEMUN","TOT","KG_CAP","A","2017",577.57,
"IRL","WASTEMUN","TOT","KG_CAP","A","2018",599.545,
"IRL","WASTEMUN","TOT","KG_CAP","A","2019",627.045,
"IRL","WASTEMUN","TOT","KG_CAP","A","2020",644.91,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1975",14095,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1980",14041,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1985",15000,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1989",17300,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1990",20000,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1991",23200,"B"
"ITA","WASTEMUN","TOT","THND_TONNE","A","1993",26100,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1995",25780,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1996",25960,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1997",26605,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1998",26846,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1999",28364,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2000",28959,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2001",29409,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2002",29864,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2003",30035,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2004",31150,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2005",31668,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2006",32516,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2007",32536,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2008",32461,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2009",32107,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2010",32440,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2011",31386,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2012",29994,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2013",29573,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2014",29652,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2015",29524,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2016",30112,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2017",29572,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2018",30165,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2019",30023,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2020",28945,
"ITA","WASTEMUN","TOT","KG_CAP","A","1975",255.043,
"ITA","WASTEMUN","TOT","KG_CAP","A","1980",248.805,
"ITA","WASTEMUN","TOT","KG_CAP","A","1985",265.05,
"ITA","WASTEMUN","TOT","KG_CAP","A","1989",305.267,
"ITA","WASTEMUN","TOT","KG_CAP","A","1990",352.614,
"ITA","WASTEMUN","TOT","KG_CAP","A","1991",408.749,
"ITA","WASTEMUN","TOT","KG_CAP","A","1993",459.25,
"ITA","WASTEMUN","TOT","KG_CAP","A","1995",453.52,
"ITA","WASTEMUN","TOT","KG_CAP","A","1996",456.558,
"ITA","WASTEMUN","TOT","KG_CAP","A","1997",467.654,
"ITA","WASTEMUN","TOT","KG_CAP","A","1998",471.754,
"ITA","WASTEMUN","TOT","KG_CAP","A","1999",498.346,
"ITA","WASTEMUN","TOT","KG_CAP","A","2000",508.569,
"ITA","WASTEMUN","TOT","KG_CAP","A","2001",516.156,
"ITA","WASTEMUN","TOT","KG_CAP","A","2002",523.106,
"ITA","WASTEMUN","TOT","KG_CAP","A","2003",523.265,
"ITA","WASTEMUN","TOT","KG_CAP","A","2004",538.665,
"ITA","WASTEMUN","TOT","KG_CAP","A","2005",544.435,
"ITA","WASTEMUN","TOT","KG_CAP","A","2006",556.782,
"ITA","WASTEMUN","TOT","KG_CAP","A","2007",553.745,
"ITA","WASTEMUN","TOT","KG_CAP","A","2008",548.224,
"ITA","WASTEMUN","TOT","KG_CAP","A","2009",539.111,
"ITA","WASTEMUN","TOT","KG_CAP","A","2010",542.299,
"ITA","WASTEMUN","TOT","KG_CAP","A","2011",522.866,
"ITA","WASTEMUN","TOT","KG_CAP","A","2012",498.312,
"ITA","WASTEMUN","TOT","KG_CAP","A","2013",490.337,
"ITA","WASTEMUN","TOT","KG_CAP","A","2014",491.573,
"ITA","WASTEMUN","TOT","KG_CAP","A","2015",490.191,
"ITA","WASTEMUN","TOT","KG_CAP","A","2016",500.905,
"ITA","WASTEMUN","TOT","KG_CAP","A","2017",492.848,
"ITA","WASTEMUN","TOT","KG_CAP","A","2018",503.781,
"ITA","WASTEMUN","TOT","KG_CAP","A","2019",502.653,
"ITA","WASTEMUN","TOT","KG_CAP","A","2020",486.971,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1980",43940,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1985",42093.99,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1986",43395.945,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1987",45374.61,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1988",47495.99,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1989",49349.095,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1990",50256.625,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1991",51132,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1992",50902.94,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1993",51267.9,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1994",51800,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1995",52224,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1996",52908,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1997",53098,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1998",53605,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1999",53699,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2000",54833,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2001",54681,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2002",54199,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2003",54271,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2004",53376,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2005",52720,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2006",52024,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2007",50816,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2008",48106,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2009",46252,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2010",45359,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2011",45430,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2012",45234,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2013",44874,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2014",44317,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2015",43981,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2016",43170,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2017",42894,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2018",42727,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2019",42737,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2020",41669,
"JPN","WASTEMUN","TOT","KG_CAP","A","1980",375.362,
"JPN","WASTEMUN","TOT","KG_CAP","A","1985",347.744,
"JPN","WASTEMUN","TOT","KG_CAP","A","1986",356.699,
"JPN","WASTEMUN","TOT","KG_CAP","A","1987",371.196,
"JPN","WASTEMUN","TOT","KG_CAP","A","1988",386.949,
"JPN","WASTEMUN","TOT","KG_CAP","A","1989",400.545,
"JPN","WASTEMUN","TOT","KG_CAP","A","1990",406.57,
"JPN","WASTEMUN","TOT","KG_CAP","A","1991",412.019,
"JPN","WASTEMUN","TOT","KG_CAP","A","1992",408.639,
"JPN","WASTEMUN","TOT","KG_CAP","A","1993",410.347,
"JPN","WASTEMUN","TOT","KG_CAP","A","1994",413.523,
"JPN","WASTEMUN","TOT","KG_CAP","A","1995",415.895,
"JPN","WASTEMUN","TOT","KG_CAP","A","1996",420.359,
"JPN","WASTEMUN","TOT","KG_CAP","A","1997",420.858,
"JPN","WASTEMUN","TOT","KG_CAP","A","1998",423.802,
"JPN","WASTEMUN","TOT","KG_CAP","A","1999",423.875,
"JPN","WASTEMUN","TOT","KG_CAP","A","2000",432.008,
"JPN","WASTEMUN","TOT","KG_CAP","A","2001",429.575,
"JPN","WASTEMUN","TOT","KG_CAP","A","2002",425.307,
"JPN","WASTEMUN","TOT","KG_CAP","A","2003",425.258,
"JPN","WASTEMUN","TOT","KG_CAP","A","2004",418.022,
"JPN","WASTEMUN","TOT","KG_CAP","A","2005",412.623,
"JPN","WASTEMUN","TOT","KG_CAP","A","2006",406.754,
"JPN","WASTEMUN","TOT","KG_CAP","A","2007",396.899,
"JPN","WASTEMUN","TOT","KG_CAP","A","2008",375.582,
"JPN","WASTEMUN","TOT","KG_CAP","A","2009",361.255,
"JPN","WASTEMUN","TOT","KG_CAP","A","2010",354.209,
"JPN","WASTEMUN","TOT","KG_CAP","A","2011",355.382,
"JPN","WASTEMUN","TOT","KG_CAP","A","2012",354.519,
"JPN","WASTEMUN","TOT","KG_CAP","A","2013",352.191,
"JPN","WASTEMUN","TOT","KG_CAP","A","2014",348.302,
"JPN","WASTEMUN","TOT","KG_CAP","A","2015",346.049,
"JPN","WASTEMUN","TOT","KG_CAP","A","2016",340.101,
"JPN","WASTEMUN","TOT","KG_CAP","A","2017",338.531,
"JPN","WASTEMUN","TOT","KG_CAP","A","2018",337.915,
"JPN","WASTEMUN","TOT","KG_CAP","A","2019",338.734,
"JPN","WASTEMUN","TOT","KG_CAP","A","2020",330.323,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1985",20994.07,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1987",24466.3,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1988",26607.4,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1989",28477.7,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1990",30646.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1991",33669.8,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1992",27410,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1993",22973.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1994",21213.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1995",17438,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1996",18222.6,
